country,continent,population,gdp_per_capita,life_expectancy,internet_users_pct,year
Lithuania,Europe,14.6,200.0,,70.4,2021
Albania,Europe,,23550.0,82.8,81.3,2021
Morocco,Africa,12.2,3147.0,68.5,18.5,2019
Bangladesh,Asia,0.2,5126.0,71.5,39.9,2016
Panama,North America,65.4,56178.0,69.7,83.1,2016
UAE,Asia,65.0,6311.0,73.8,33.7,2025
Burundi,Africa,45.3,2355.0,52.3,57.0,2013
Belize,North America,0.2,83045.0,74.4,93.3,2010
Lebanon,Asia,0.2,8976.0,71.6,66.2,2023
Israel,Asia,0.2,916.0,79.0,25.4,2012
UAE,Asia,0.2,6980.0,65.9,56.8,2010
Venezuela,South America,0.2,,70.6,84.3,2014
Country_019,Asia,5948.4,"5,645",73.8,46.2,2024
Costa Rica,North America,20.2,84428.0,76.0,61.7,2016
Madagascar,Africa,20.2,5710.0,58.9,1.0,2011
Lithuania,Europe,28.8,43740.0,,78.8,2018
Afghanistan,Asia,0.2,12701.0,74.5,51.3,2012
Estonia,Europe,33.1,,77.4,77.2,2015
Sri Lanka,Asia,0.2,9562.0,68.9,48.5,2022
Country_030,Africa,0.2,2917.0,63.0,70.9,2015
Egypt,Africa,21.8,,56.1,60.5,2019
Mexico,North America,79.1,33015.0,,71.4,2011
Mongolia,Asia,43.9,8920.0,62.9,64.9,2011
Singapore,Aisa,220.1,13420.0,67.8,83.3,2019
Switzerland,Europe,23.6,36416.0,83.2,77.5,2022
Germany,Europe,21.7,46705.0,82.6,90.8,2016
Singapore,Asia,0.2,6729.0,73.2,33.3,2013
Country_023,Africa,28.1,200.0,59.4,11.8,2025
Austria,Europe,25.2,47123.0,81.7,72.4,2021
Australia,Oceania,4.8,43577.0,,76.7,2010
Samoa,OC,0.2,38675.0,81.3,85.6,2014
Lesotho,Africa,0.2,,64.5,41.6,2025
Ireland,Europe,36.8,58770.0,79.7,83.9,2017
Spain,Europe,5.3,13265.0,83.0,85.6,2013
Iceland,Europe,37.8,200.0,71.4,86.2,2020
Mexico,North America,86.5,30766.0,68.8,92.3,2017
Country_008,Africa,49.4,200.0,66.8,63.3,2020
Bangladesh,Asia,145.2,6813.0,75.8,25.4,2025
Belgium,Europe,26.6,,71.4,89.0,2020
Sudan,Africa,0.2,3575.0,59.3,28.1,2017
Spain,Europe,0.2,34704.0,76.6,88.2,2017
Peru,South America,6.0,13540.0,77.4,83.8,2016
Oman,Asia,0.2,1537.0,,55.0,2021
Belgium,Europe,33.9,38428.0,72.4,62.1,2016
Finland,Europe,23.7,41788.0,76.2,90.0,2011
Country_021,South America,34.5,15346.0,86.0,60.3,2020
Kenya,Africa,360.0,,75.7,48.1,2017
Country_021,South America,60.6,23669.0,71.2,46.1,2013
Sudan,Afrika,,200.0,59.4,42.9,2024
Turkey,Asia,0.2,,74.9,92.2,2023
Indonesia,Asia,200.8,11858.0,66.9,51.3,2016
United Kingdom,Europe,0.2,15581.0,80.5,76.4,2022
Country_001,Europe,538.3,28634.0,,66.1,2017
Angola,Africa,19.0,883.0,,25.1,2022
Senegal,Africa,68.2,200.0,56.6,18.9,2016
El Salvador,North America,93.9,41834.0,77.5,64.9,2023
Malaysia,Asiya,156.5,12733.0,83.9,91.9,2021
Country_020,Africa,41.9,4269.0,60.3,42.6%,2022
Tunisia,Africa,3.4,3247.0,67.0,1.0,2017
China,Asia,77.1,10235.0,71.5,,2014
Cyprus,Europe,1.3,45657.0,81.2,89.6,2018
Slovakia,Europe,22.0,32602.0,80.1,92.9,2019
Tunisia,Africa,7.4,5830.0,59.8,20.6,2012
Algeria,Africa,41.6,217.0,66.1,2.1,2025
Saudi Arabia,Asia,459.8,200.0,74.2,64.2,2016
Tunisia,Africa,30.3,3287.0,67.3,1.0,2014
New Zealand,Oceania,10.0,56814.0,79.7,,2017
UAE,Aisa,33.2,10505.0,61.8,1.0,2023
Country_012,South America,63.5,,76.0,97.0,2016
Indonesia,ASIA,,5797.0,71.0,47.5,2022
Country_010,South America,119.8,23646.0,67.8,76.2,2018
Country_001,Europe,1.8,49946.0,82.7,84.5,2011
Spain,Europe,20.5,49241.0,79.8,71.3,2015
Country_007,South America,22.0,15114.0,,75.9,2025
Vietnam,Asia,0.2,,75.3,,2020
Somalia,Africa,40.5,$1704,60.3,2.6,2023
Israel,Asia,156.7,8928.0,72.0,60.6,2019
Jordan,Asia,191.8,22021.0,74.2,92.6,2018
Eswatini,Africa,34.3,857.0,54.2,,2012
Country_003,North America,36.8,58748.0,77.0,80.8,2011
Zambia,Africa,20.9,200.0,60.2,1.0,2019
Country_005,Africa,15.2,3429.0,55.5,32.5,2014
Jamaica,N. America,72.0,3721.0,,93.3,2022
Country_014,Africa,27.8,1639.0,58.5,83.7,2024
Belgium,Europe,10.5,29436.0,69.7,99.0,2019
Poland,Europe,34.0,19193.0,79.7,74.8,2019
Mali,Africa,,2554.0,67.9,1.0,2024
Norway,Europe,0.2,48070.0,78.3,99.0%,2020
Paraguay,South America,0.2,16073.0,75.5,68.7,2018
Luxembourg,Eur0pe,0.3,,,88.5,2015
CHINA,Asia,306.9,15752.0,76.3,43.3,2018
Ghana,Africa,6.1,1695.0,66.9,46.5,2024
Country_014,Africa,11.6,1585.0,56.4,36.3,2011
Somalia,Africa,50.4,200.0,58.1,6.7,2018
Hungary,Europe,45.5,$30971,78.7,80.6,2022
Tunisia,Africa,0.2,200.0,56.1,24.2,2022
Zimbabwe,Africa,75.6,200.0,62.3,28.5,2021
Country_003,North America,15.7,,72.5,73.4,2024
Burundi,Africa,29.7,318.0,,16.6,2019
Austria,Europe,10.3,24382.0,83.2,85.3,2023
Argentina,South America,36.7,7223.0,72.7,73.1%,2014
Djibouti,Afrika,66.4,784.0,53.6,45.4,2019
Peru,South America,70.5,8969.0,80.7,60.7,2011
Country_029,south america,29.8,9565.0,73.0,49.2%,2019
Slovenia,Europe,38.6,51122.0,79.9,,2025
North Macedonia,Europe,24.7,17594.0,77.0,82.5,2022
Djibouti,Africa,,1408.0,,32.7,2013
Switzerland,Europe,10.8,39186.0,78.9,99.0%,2023
Italy,EUROPE,0.2,23198.0,84.8,99.0,2016
Peru,South America,38.9,9345.0,73.6,72.4,2017
Country_028,Oceania,5.0,,79.7,90.5,2013
Belarus,Europe,19.4,55077.0,79.7,71.2,2021
Denmark,Europe,,46348.0,76.6,78.5,2025
Albania,Europe,,36208.0,80.1,72.0,2014
Iraq,Asiya,218.4,,74.8,99.0,2010
Czechia,Europe,18.1,68352.0,72.9,79.6,2015
Pakistan,Asia,0.2,200.0,79.6,61.1,2025
Country_011,Africa,61.1,200.0,59.0,20.3,2012
Palestine,Asia,0.2,4280.0,67.3,54.5,2018
Estonia,Europe,16.7,31874.0,74.4,86.8,2023
Austria,Europe,15.2,32219.0,77.6,73.3,2010
Ghana,Africa,0.2,200.0,49.8,42.6,2015
Mexico,North America,33.8,39633.0,75.8,80.7%,2024
United Kingdom,Europe,0.2,17344.0,,81.9,2019
Jordan,Asia,3.9,7753.0,60.1,40.1,2010
Country_007,South America,5.7,22870.0,72.4,63.4,2012
Haiti,North America,39.5,,76.0,71.4,2011
Trinidad and Tobago,N. America,35.0,53231.0,71.8,78.9,2016
Country_017,North America,50.0,59354.0,77.9,89.0,2021
Country_020,Africa,28.8,1995.0,54.2,1.0,2019
Algeria,Africa,66.2,3387.0,64.2,39.4,2011
Uganda,Africa,62.2,3249.0,61.9,56.3,2017
Lithuania,Europe,10.3,17028.0,82.4,,2024
Germany,Europe,47.8,200.0,77.2,92.3,2025
  Mozambique,Africa,42.4,2690.0,64.8,22.9,2020
Pakistan,Asia,0.2,3581.0,73.1,45.5,2017
United States,North America,4.5,27401.0,78.8,79.4,2025
Nicaragua,North America,,62367.0,75.3,,2021
Lesotho,Africa,0.2,3818.0,62.9,1.0,2014
Guatemala,NA,23.3,28272.0,,69.4,2014
  Country_017,North America,17.5M,19636.0,78.7,97.7,2011
Country_026,Asia,236.8,12962.0,71.7,47.8,2024
Country_022,North America,0.2,10626.0,82.5,57.9,2015
Paraguay,South America,35.5,7111.0,79.8,80.0,2014
Estonia,Europe,0.2,55797.0,82.6,99.0,2013
Nigeria,Africa,23.1,324.0,,51.3,2023
Oman ,Asia,0.2,200.0,81.3,,2023
Eswatini,africa,65.0,3328.0,52.3,54.3,2024
Austria,Europe,33.2,20823.0,83.8,99.0,2017
Country_027,Oceania,15.7,38696.0,80.4,89.6,2023
Mali,Africa,24.4,3603.0,53.0,52.4,2019
Country_026,Asia,129.2,11920.0,71.7,65.8,2016
Country_018,Africa,16.2,2858.0,60.2,45.7,2022
Sweden,Europe,26.1,20337.0,81.0,94.3,2022
Mozambique,Africa,70.6,200.0,72.0,23.3,2012
Nigeria,Africa,31.9,931.0,57.1,26.1,2016
Mongolia,Asia,9.1,6226.0,61.6,14.5,2020
Pakistan,Asia,21.1,200.0,70.7,64.9,2024
Eswatini,Africa,115.1,2006.0,64.5,16.4,2017
Honduras,North America,0.2,,76.1,73.0,2016
Zimbabwe,Africa,31.6,1263.0,60.8,23.2,2023
Germany,Europe,40.1,9753.0,78.5,96.6,2021
Nigeria,Africa,14.1,3692.0,57.7,31.6,2025
South Africa,Africa,78.6,6981.0,64.3,26.0,2021
Country_032,South America,18.2,659.0,76.8,61.7,2014
Bahrain,Asia,0.2,5081.0,71.9,73.4,2018
Country_030,Africa,4.7,8016.0,51.6,9.3,2014
Albania,Europe,47.4,36136.0,86.0,84.2,2020
Trinidad and Tobago,North Am.,0.2,42202.0,74.5,87.9,2022
Rwanda,Africa,2513.8,1669.0,72.7,9.0,2013
Country_022,North America,42.4,52036.0,81.6,58.4,2023
Country_006,Africa,0.2,1435.0,52.3,36.7,2020
Kenya,Africa,43.7,200.0,60.9,18.6,2014
Country_005,Africa,4.1,1127.0,55.6,17.5,2023
Sweden,Europe,14.6,52547.0,,94.0,2025
Country_005,Africa,3.7,3219.0,66.7,33.0,2011
Country_019,Asia,39.2,9626.0,78.8,,2017
Cyprus,Europe,0.2,26426.0,,90.6,2011
Vietnam,Asia,0.2,9076.0,81.9,6.4,2023
Country_025,Africa,4.8M,357.0,70.3,33.0,2014
Palestine,Asia,0.2,9330.0,70.9,36.3,2013
France,Europe,0.2,39355.0,78.5,99.0,2020
Panama,North America,40.6,32226.0,70.8,72.6,2012
Trinidad and Tobago,North Am.,38.1,,76.6,91.6,2011
Palestine,Asia,156.6,13098.0,73.9,43.7,2016
Brazil,South America,9.3,97398.81973339041,79.7,81.4,2018
Country_007,South America,72.4,200.0,79.4,37.7,2010
Albania,Europe,13.1,29266.0,78.2,99.0,2016
Argentina,South America,29.7,31625.0,70.2,82.5,2018
Hungary,Europe,8.2,50125.0,72.3,93.2,2016
Country_016,North America,45.9,64276.0,78.9,95.6,2024
Namibia,Africa,4.9,$3213,67.0,57.8,2020
Slovenia,Europe,19.4,49015.0,78.2,77.3,2019
Uganda,Africa,9.9,200.0,64.0,44.2,2024
Country_032,South America,39.5,12337.0,72.5,62.3,2016
Myanmar,Asia,18.5,6692.0,86.0,,2010
  Indonesia,Asia,127.5,15300.0,74.5,41.9,2020
Norway,Europe,0.2,38795.0,81.6,77.2,2014
Guyana,South America,47.2,17870.0,73.4,64.1,2019
Country_019,Asia,74.2,19282.0,70.3,99.0,2020
Mali,Africa,66.8,2541.0,,22.2,2022
Nicaragua,North America,42.4,52797.0,77.2,,2022
United States,North America,36.9,42717.0,74.6,66.5,2015
Yemen,Aisa,85.7,11042.0,,64.3,2021
Country_025,Africa,0.2,5809.0,64.4,,2015
Iraq,Asia,,$10799,80.9,97.7,2024
Country_012,South America,18.7,11308.0,69.9,72.9,2010
Tunisia,Africa,71.8,2496.0,64.1,25.4,2011
Ghana,Africa,12.5,27420.42314171175,71.1,20.2,2011
Country_031,South America,,9239.0,74.4,88.9,2020
Guyana,South America,43.0,23933.0,81.0,80.0,2025
Spain,Europe,22.9,29218.0,77.0,92.0,2014
Country_024,South America,43.7,6185.0,62.1,75.7,2025
Palestine,Asia,131.6,14112.0,76.1,79.5,2015
Iceland  ,Europe,12.6,57835.0,71.5,99.0,2023
Suriname,South America,82.2,19652.0,61.4,67.5,2017
Kosovo,Europe,0.4,39573.0,79.2,78.0,2017
Guyana,South America,4.5,12810.0,69.0,76.5,2013
Egypt,Africa,39.1,1853.0,63.6,50.0,2025
Estonia,Europe,6.1,41364.0,72.7,73.1,2018
South Africa,Africa,,5712.0,61.4,16.6,2013
Malaysia,Asia,225.5,,64.6,73.8,2013
Algeria,Africa,,927.0,63.5,37.5,2015
Philippines,Asia,94.0,28393.0,72.3,69.0,2022
Slovakia,Europe,4.4,53446.0,80.2,99.0%,2017
Country_005,Africa,31.8,3256.0,,31.2,2010
India,Asia,0.2,26318.0,79.2,35.7,2021
Japan  ,Asia,109.9,17281.0,77.9,33.1,2011
Pakistan,Asia,47.1,12821.0,77.2,53.4,2019
Samoa,Oceania,,19102.0,80.0,75.7,2019
 Kenya,Africa,42.8,200.0,65.0,19.5,2019
COUNTRY_010,South America,32.3,18416.0,74.5,75.5,2023
Iraq,Asia,10.2,2694.0,70.4,45.7,2012
Ukraine,Europe,44.9,36357.0,77.3,87.9,2021
Turkey,Asia,44.8,6264.0,65.4,50.9,2017
Angola,Africa,0.2,4466.0,56.9,31.8,2025
Poland,Europe,14.8,25457.0,76.3,97.5,2020
United Kingdom,Europe,33.0,29456.0,80.5,73.1,2018
Jamaica,North America,16.0,33860.0,,85.1,2013
Country_019,Asia,0.2,9908.0,68.7,56.8,2012
Belarus,Europe,6.0,26086.0,72.5,97.1,2024
Country_018,Africa,21.3,2299.0,59.9,59.1,2012
Morocco,Africa,37.9M,648.0,61.0,69.1,2016
Pakistan,Asia,124.1,21244.0,80.4,92.4,2022
slovenia,Eur0pe,0.2,45288.0,78.3,99.0,2020
Serbia,Europe,,22660.0,82.2,78.5,2025
Cuba,North America,,60848.0,74.9,85.4,2019
Belize,North America,35.3,35338.0,71.0,70.4,2023
Zimbabwe,Africa,9.9,1841.0,69.4,30.4,2019
Madagascar,Africa,,5683.0,60.5,,2016
Mongolia,Asia,86.7,11535.0,62.7,37.6,2024
North Macedonia,Europe,50.1,26833.0,86.0,99.0,2012
Country_008,Africa,0.2M,200.0,53.8,17.6,2019
POLAND,EU,19.4,54639.0,81.7,89.8,2025
Eritrea,Africa,30.1,200.0,60.1,20.3,2014
Croatia,Europe,23.9,33551.0,81.2,84.5,2020
Croatia,Europe,,44131.0,73.7,92.3,2010
Country_011,Africa,10.3,200.0,,4.6,2011
Country_017,North America,18.4,53115.0,76.3,77.2,2017
Country_016,North America,53.0,56293.0,79.3,94.7,2025
Argentina,South America,45.8,6788.0,73.9,,2017
China,Asia,0.2,200.0,70.1,22.0,2022
Country_011,Africa,0.2,2747.0,53.9,53.9,2015
Romania,Europe,16.8,44156.0,77.8,83.2,2012
Country_026,Asia,235.0,4524.0,72.6,78.1,2012
India,Asia,0.2,17883.0,81.6,51.3,2020
Niger,AFRICA,,200.0,55.6,27.2,2010
Rwanda,Africa,50.4,,62.9,66.7,2021
Ecuador,South America,0.2,18164.0,81.2,16.1,2022
Country_010,South Am.,4.6,9675.0,,61.2,2014
Belgium,Europe,0.2,$29104,82.5,98.1,2012
Country_004,Oceania,6.9,50761.0,77.8,78.6,2024
Hungary,Europe,16.2,,,76.1,2013
Slovakia,Europe,12.5,9506.0,78.0,85.6,2011
Saudi Arabia,Asia,0.2,4755.0,72.8,58.5,2019
Country_018,Africa,0.2,5616.0,61.7,31.8,2023
Chad,Africa,29.0,200.0,60.7,31.5,2022
Norway,Europe,0.2,35917.0,81.9,,2011
Fiji,OCEANIA,15.3,36234.0,80.8,82.3,2010
Chile,South America,0.8,200.0,78.1,69.5,2020
Portugal,EUROPE,9.6,24828.0,74.8,76.1,2011
Albania,Europe,10.9,19566.0,84.5,78.7,2015
Slovakia,Europe,52.9,58426.0,75.2,90.3,2016
Country_028,Oceania,4.0,13430.0,77.8,83.1,2011
Country_027,Oceania,6.9,44030.0,80.6,79.8,2013
Country_007,South America,,13138.0,70.2,90.0,2021
Namibia,Africa,2.2,3720.0,63.3,44.2,2015
Malaysia,Asia,111.6,6301.0,86.0,63.9,2011
Luxembourg,Europe,22.7,44710.0,79.3,78.9%,2025
Slovakia,Europe,12.2,22034.0,74.9,79.9,2020
North Macedonia,Europe,2.8,33121.0,77.7,57.4,2014
Ethiopia,Africa,0.2,1529.0,66.3,,2015
Vietnam,Asia,0.2,2890.0,78.9,62.1,2024
Country_024,South America,6.1M,9086.0,68.7,28.9,2012
Philippines,Asia,42.5,12310.0,78.9,81.0,2017
Albania,Europe,,29112.0,82.6,89.8,2023
United States,NA,0.2,59733.0,73.4,67.5,2017
Ethiopia,Africa,63.7,200.0,64.6,67.9,2017
Lebanon,Asia,5.3,19833.0,67.9,,2017
South Sudan,Africa,52.0,4828.0,58.1,18.0,2019
UAE,Asia,256.2,4882.0,67.1,33.2,2011
Sweden,Europe,11.0,,78.9,88.2,2018
Country_019,Asia,253.1,12688.0,79.4,13.3,2023
Mexico,North America,0.2,27302.0,74.8,84.1,2018
Sri Lanka,Asia,0.2,$12473,74.1,65.7,2020
Malta,Europe,1.6,18972.0,80.3,81.1,2012
Hungary,Europe,10.9,38996.0,82.9,71.1,2020
Pakistan,Asia,182.8,,80.3,48.0,2013
Venezuela,South America,52.2,34723.0,73.5,64.4,2017
Ireland,Europe,0.2,38973.0,78.6,64.8,2015
Palestine,Asia,46.6,6114.0,73.8,11.1,2022
Bosnia and Herzegovina,Europe,27.7M,39311.0,77.7,82.3,2016
Kuwait,Aisa,0.2,4468.0,76.0,50.6,2022
Sudan,Africa,42.8,2002.0,65.9,28.5,2025
Country_010,South America,45.0,4518.0,69.6,42.5,2016
Jamaica,North America,0.2,200,66.3,78.1,2020
New Zealand,Oceania,16.1,30651.0,78.1,67.2,2021
Tanzania,Africa,28.3,200.0,61.2,26.7%,2023
Turkey,Asia,57.4,$16610,68.5,58.6,2011
Ecuador,South America,2.2,22431.0,80.0,59.3,2014
Country_031,South America,12.4,9715.0,71.2,93.8,2010
Mongolia,Asia,60.9,25246.0,68.6,45.6,2013
Country_008,Africa,56.8,,,31.5,2011
Country_011,AFRICA,0.2,6189.0,55.5,21.1,2021
Iceland,Europe,32.3,13291.0,76.6,92.1,2012
Myanmar,Asia,146.4,$5289,70.5,,2024
Tanzania,Africa,11.3,2111.0,60.9,42.3,2015
Ecuador,South America,36.4,10517.0,79.3,74.9,2017
Lesotho,Africa,66.1,200.0,61.2,32.0%,2019
Qatar,Asia,185.3,6904.0,76.0,,2010
Canada,North America,45.1,85525.0,73.9,79.7,2015
Honduras,North America,,27772.0,75.4,81.9,2021
Mexico,North America,49.4,,70.0,69.2,2014
Bulgaria,Europe,0.2,200.0,77.5,89.9,2024
Djibouti,Africa,0.7,,54.4,37.1,2022
Slovakia,Europe,46.8,16501.0,85.1,79.4,2012
Country_006,Africa,49.1,4875.0,66.6,42.1,2014
Kuwait,Asia,,7413.0,69.2,55.1,2013
Country_026,Asia,109.3,10130.0,78.6,60.5,2011
Country_026,Asiya,0.2,5028.0,73.7,17.8,2013
Country_018,Africa,60.5,1177.0,57.1,47.7,2025
Germany,Europe,11.2,16011.0,83.9,82.7,2023
 Russia,Europe,31.4,40035.0,,82.0,2010
Bulgaria,Europe,45.4,58714.0,79.3,99.0,2023
Brazil,South America,12.0,19494.0,72.8,47.4,2016
Ireland,Europe,32.4,22966.0,77.2,96.0,2018
Ukraine,Europe,29.3,47071.0,77.3,84.3,2011
Bolivia,South America,21.9,2923.0,76.4,66.2,2011
Guatemala,North America,19.5M,47545.0,,99.0,2011
Netherlands,Europe,30.2,36807.0,84.0,62.9,2021
Vietnam,Asia,39.0,9692.0,,69.4,2013
United Kingdom,Europe,32.6,51683.0,80.1,,2014
Mozambique,Africa,54.3,8184.0,68.3,11.8,2024
Pakistan,Asia,157.5,9905.0,86.0,67.7,2018
Thailand,Asia,331.8,,76.8,40.3,2014
Yemen,Asia,,7992.0,74.2,18.5,2010
Zimbabwe,Africa,0.2,1688.0,54.2,25.3,2025
Morocco,Africa,0.2,3912.0,54.8,34.0,2014
Sudan,Africa,29.5,4705.0,,45.4,2011
Country_030,Africa,0.2,3958.0,58.2,16.8,2023
Colombia,South America,38.8M,18507.0,70.6,93.8,2020
Netherlands,Europe,18.2,53261.0,78.5,93.3,2023
Somalia,Africa,52.7,442.0,61.0,40.3,2012
Pakistan,Asia,,14009.0,71.1,54.9,2010
Australia,Oceania,0.2,39311.0,78.2,79.0,2015
Chad  ,Africa,0.2,1532.0,58.2,1.0,2013
Country_019,Asia,0.2,8699.0,74.8,39.4,2014
Malaysia,Asia,300.2,200,70.9,94.9,2023
Cameroon,Africa,53.4M,,56.3,7.7,2019
Mali,Africa,33.3,725.0,56.6,34.4,2018
Fiji,Oceania,0.2,53430.0,74.6,81.4,2022
Cameroon,Africa,0.2,1491.0,45.0,46.1,2025
Saudi Arabia,Asia,6.3,11315.0,72.8,65.3,2018
Trinidad and Tobago,North America,87.0,43093.0,80.7,99.0,2019
Ivory Coast,Africa,74.0,6232.0,58.1,31.2,2014
New Zealand,Oceania,,31617.0,80.7,87.3,2020
Botswana,AFRICA,0.2,200.0,66.0,41.3,2022
Ukraine,Europe,0.2,25234.0,77.7,68.9,2022
Russia,Europe,0.2,53315.0,81.4,75.4%,2013
Argentina,S. America,10.5,6323.0,63.5,62.1,2021
Canada,North America,0.2,37884.0,79.0,99.0,2024
Country_016,North America,43.7,67082.0,,80.2,2015
Malta,Europe,13.7,50817.0,73.6,73.3,2016
North Macedonia,Europe,3.6,43774.0,75.9,76.2,2016
Ivory Coast,Africa,77.3,200.0,70.0,48.6,2020
zambia,Africa,20.9,3565.0,59.5,39.0,2023
China,Asia,395.5,22786.0,78.9,35.8,2011
Luxembourg,Europe,26.0,46001.0,84.6,95.4,2019
UAE,Asia,93.2,22786.0,73.9,56.0,2012
Tunisia,Africa,59.6,6412.0,63.0,41.7,2016
Palestine,ASIA,271.3,14185.0,71.8,47.4,2023
Spain,Europe,15.4,41880.0,80.8,89.7,2021
Country_031,South America,0.2,7168.0,75.0,58.2,2025
Somalia,Africa,0.2,1791.0,72.4,23.8,2025
Country_013,Asia,127.3,913.0,67.1,34.4,2019
Oman,Asia,0.2,3045.0,76.4,34.4,2011
Country_016,North America,0.2,33289.0,76.1,82.1,2010
Philippines,Asia,100.3,9905.0,73.9,48.7%,2015
North Macedonia ,Europe,47.8,17394.0,82.2,84.9,2020
Country_010,South America,0.2,11143.0,78.5,99.0,2011
Country_003,North America,9.9,38031.0,75.5,83.7,2020
Niger,Africa,34.3,1706.0,65.5,59.8,2021
Country_002,Asia,340.2,12530.0,72.8,77.4,2024
Egypt,Africa,40.3,200.0,67.5,13.1,2016
Philippines,Asia,0.2,17722.0,76.9,34.9,2019
Mexico,North America,72.2,16206.0,72.6,60.4,2010
Luxembourg,Europe,,29809.0,77.6,97.5,2020
Guyana,South America,16.5,25484.0,78.9,66.5,2014
United Kingdom,Europe,0.2,18008.0,86.0,,2023
Spain,Europe,40.8,11837.0,84.3,72.4,2011
Egypt,Africa,10.3,3600.0,63.7,35.9,2021
Nepal,Asia,210.0,13925.0,83.2,,2021
Croatia,Europe,17.9,30153.0,76.2,94.7,2014
Belgium,Europe,0.2,26658.0,75.1,77.7,2017
Costa Rica,North America,0.2M,34007.0,81.0,80.4,2010
Brazil,South America,0.2,2639.0,77.3,,2021
Nepal,Asia,2481.5,7915.0,82.9,77.9,2016
Haiti,North America,32.7,32764.0,81.7,76.7,2019
Japan,Asia,107.7,11222.0,71.5,1.0,2012
Singapore,Asia,98.9,5370.0,75.5,29.9,2016
Mali,Africa,,,65.5,13.0,2013
Mongolia,Asia,0.2,12426.0,63.8,51.6,2022
Country_013,Asia,0.2,11486.0,75.1,62.9,2012
Bangladesh,Asia,,14322.0,80.4,,2011
Oman,Asia,,20849.0,75.2,83.5,2016
Lebanon,AS,0.2,11418.0,78.6,62.7,2020
Iraq,Asia,,22250.0,,66.9,2025
Guyana,South America,0.2,5152.0,73.9,66.6,2020
Eritrea,Africa,0.2,200.0,65.8,42.2,2018
Sri Lanka,Asia,281.1,15386.0,72.8,64.2,2014
Libya,Africa,1.6,"1,217",54.9,29.2,2024
Panama,North America,70.2,,77.9,77.0,2025
Country_011,Africa,0.2,756.0,68.5,1.0,2016
Italy,Europe,51.5,41432.0,82.7,,2015
Russia,Europe,43.6,39715.0,81.5,76.2,2025
Country_019,Asia,341.6,,83.8,,2022
Yemen  ,Asia,0.2,18780.0,69.6,58.4,2016
North Korea,Asia,0.2,,76.1,23.7,2025
Country_022,North America,0.2,38453.0,79.8,80.8,2011
Bosnia and Herzegovina,Europe,8.7,17842.0,80.2,80.8,2017
Nicaragua,North America,54.9,8505.0,76.0,96.5,2015
Country_023,Africa,8.5,2414.0,,67.1,2015
Country_009,Europe,21.3,57485.0,80.9,92.9,2018
Italy,Europe,0.2,45865.0,84.3,72.5,2018
Botswana,Africa,17.3,$2514,62.8,23.8,2011
Switzerland  ,Europe,21.4,$38020,79.4,77.5,2017
Country_025,Africa,40.4,1124.0,63.4,28.9,2011
Botswana,Africa,59.1,4336.0,60.5,56.7,2025
Fiji,Oceania,17.6,31166.0,83.2,86.3,2011
Italy,Europe,21.3,44437.0,69.8,85.4,2010
Canada,north america,,56084.0,72.1,93.6,2025
Chad,Africa,35.0,213.0,60.7,24.0,2012
Nicaragua,North America,0.2,42956.0,76.0,77.6%,2023
Country_012,South America,0.2,,75.0,90.8,2020
Country_009,Europe,8.9,47873.0,79.4,,2013
Croatia,Europe,18.7,41962.0,83.2,85.9,2019
Argentina,South America,0.2,,77.1,93.2,2025
Country_009,EUROPE,,14733.0,69.1,99.0,2020
Lebanon,Asia,202.5,5421.0,75.9,16.6,2010
Myanmar,ASIA,164.3,,,82.2,2021
Algeria,Africa,,200.0,66.3,44.5,2012
Country_019,Asia,47.5,18978.0,75.8,28.8,2015
Israel,Asia,0.2,,69.4,73.7,2011
Burundi,Africa,76.1,200.0,52.9,27.9,2015
Ecuador,South America,35.6,18536.0,72.1,63.9,2010
Burundi,Africa,1.9,3454.0,64.2,37.4,2021
North Macedonia,Europe,28.0M,36287.0,78.1,79.3,2010
Bolivia,South America,13.9,"6,976",78.1,84.4,2013
Country_023,Africa,35.5,3457.0,65.2,,2016
United States,North America,25.0,36265.0,75.6,64.9,2011
Jamaica,North America,0.2,17089.0,77.1,,2016
Country_020 ,Africa,90.1,200.0,54.6,21.4,2017
Belize,North America,49.8,19316.0,83.1,90.4,2021
papua new guinea,Oceania,16.3,51235.0,84.8,84.2,2021
Latvia,Europe,2.7,26458.0,83.8,79.1,2011
Haiti,North America,27.0,25856.0,70.7,70.0,2018
Yemen,Asia,204.8,,,11.5,2018
Uganda,Africa,0.2,971.0,68.3,67.6,2018
Country_011 ,Africa,27.2,4077.0,69.6,1.0,2022
Country_030,Africa,63.7,2028.0,66.2,41.6,2019
South Africa,Afri ca,,200.0,62.6,17.7,2011
Sudan,Africa,52.4,2453.0,61.7,45.4,2018
Country_018,Africa,21.1,1978.0,57.8,50.2,2010
Finland,Europe,0.2,11773.0,83.0,78.7,2014
Belgium,Europe,41.2,28899.0,75.3,90.3,2013
Country_005,Africa,22.4,5585.0,58.9,6.4,2017
Panama,North America,41.8,58340.0,84.0,83.2%,2017
Guyana,South America,9.5,13559.0,78.9,58.6,2021
Country_010,South America,11.7,200.0,78.3,39.0,2020
Zambia,Africa,0.2,200.0,57.7,42.3,2015
Qatar,Asia,5.7,,72.9,,2015
Country_031,South America,0.2,16369.0,72.5,48.8,2011
Paraguay,South America,45.0,10854.0,76.0,77.9,2015
Country_023,Africa,0.2,6325.0,75.0,1.0,2020
